rai_cityadjusted_total_2019_q3, geography_name, unique_id, rai_cityadjusted_total_2019_q2, rai_cityadjusted_total_2019_q1, rai_cityadjusted_total_2020_q1, rai_cityadjusted_total_2019_q4, rai_cityadjusted_total_2020_q3, state, rai_cityadjusted_total_2020_q2, rai_cityadjusted_total_2021_q2, rai_cityadjusted_total_2020_q4, rai_cityadjusted_total_2021_q1, city
87.16104,"2000",1,84.13462,86.75535,89.21491,86.53846,102.3573,"NSW",97.63314,94.71871,109.4164,102.3573,"Greater Sydney"
121.3966,"2007",2,144.575,117.9802,114.2961,117.6251,126.9231,"NSW",115.3846,132.2115,130.8485,141.0256,"Greater Sydney"
100.9615,"2008",3,99.30643,91.57509,96.15385,113.2279,116.4432,"NSW",111.336,124.4344,127.1774,119.7388,"Greater Sydney"
122.3776,"2077",60,121.7627,117.1417,124.9009,126.2019,137.9599,"NSW",137.9599,141.0256,141.0256,144.2308,"Greater Sydney"
151.4423,"2250",195,144.2308,137.3626,147.7486,151.4423,151.0989,"NSW",158.6538,141.0256,145.8886,144.2308,"Greater Sydney"
121.1538,"2251",196,126.8627,117.7394,119.9543,121.1538,122.0414,"NSW",129.5133,101.5385,113.3242,107.5619,"Greater Sydney"
151.4423,"2256",197,151.4423,144.2308,151.4423,152.3948,152.9194,"NSW",151.0989,141.0256,158.6538,144.2308,"Greater Sydney"
null,"5094",955,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
86.53846,"2009",4,80.76923,76.92308,86.53846,85.31961,105.7692,"NSW",105.7692,98.38998,115.3846,105.7692,"Greater Sydney"
96.15385,"2010",5,94.65144,85.47009,93.19527,91.78322,113.3242,"NSW",106.658,115.3846,115.3846,115.3846,"Greater Sydney"
100.9615,"2011",6,97.70471,90.14423,101.81,100.9615,115.3846,"NSW",115.3846,106.658,117.5214,115.3846,"Greater Sydney"
96.15385,"2090",72,93.19527,87.41259,93.19527,96.92308,105.7692,"NSW",102.3573,105.7692,108.9468,105.7692,"Greater Sydney"
96.92308,"2015",7,96.15385,91.57509,94.65144,98.49906,111.336,"NSW",109.4164,105.7692,115.3846,109.4164,"Greater Sydney"
119.0116,"2016",8,106.2753,113.3444,110.1399,107.2158,105.7692,"NSW",105.7692,126.9231,112.3213,115.3846,"Greater Sydney"
84.13462,"2017",9,84.13462,79.03056,84.13462,86.53846,105.7692,"NSW",100.7326,102.3573,107.5619,105.7692,"Greater Sydney"
93.19527,"2018",10,93.19527,84.84163,93.19527,93.19527,115.3846,"NSW",105.7692,113.3242,115.3846,111.336,"Greater Sydney"
61.81319,"2092",73,63.76518,51.97505,59.82906,43.26923,65.93407,"NSW",65.08876,48.81657,50.87097,52.88462,"Greater Sydney"
96.92308,"2093",74,93.19527,87.41259,93.19527,96.15385,102.3573,"NSW",97.63314,94.3666,95.43088,99.15865,"Greater Sydney"
96.15385,"2019",11,98.49906,94.57755,100.1271,99.30643,117.5214,"NSW",107.5619,111.336,115.3846,109.4164,"Greater Sydney"
83.55438,"2020",12,82.98209,77.96258,86.53846,87.79264,104.0353,"NSW",97.63314,105.7692,109.4164,105.7692,"Greater Sydney"
89.08371,"2103",83,82.69887,88.7574,89.08371,97.70471,97.63314,"NSW",103.1895,97.63314,93.67017,96.15385,"Greater Sydney"
null,"2104",84,null,54.94505,null,null,null,"NSW",52.44755,42.30769,49.77376,42.30769,"Greater Sydney"
94.65144,"2021",13,91.78322,82.41758,93.19527,93.19527,110.3679,"NSW",97.63314,114.3451,106.658,114.3451,"Greater Sydney"
134.6154,"2105",85,null,null,null,null,null,"NSW",null,null,null,null,"Greater Sydney"
100.9615,"2106",86,93.19527,96.15385,101.81,93.19527,107.5619,"NSW",103.1895,88.14103,87.53316,91.97324,"Greater Sydney"
77.91244,"2107",87,67.30769,70.35647,79.44515,86.53846,93.32579,"NSW",84.61538,74.66063,74.66063,70.51282,"Greater Sydney"
57.69231,"2108",88,60.88133,64.10256,57.69231,null,null,"NSW",68.97993,null,null,null,"Greater Sydney"
74.32751,"2110",89,95.39673,84.22235,86.53846,83.26725,79.32692,"NSW",93.32579,90.98428,92.64458,97.63314,"Greater Sydney"
138.4615,"5345",1090,138.4615,157.3427,150.5017,138.4615,142.7439,"SA",153.8462,144.2308,163.0435,150.0,"Rest of SA"
86.53846,"2022",14,80.76923,76.41365,83.55438,80.76923,94.01709,"NSW",93.32579,90.65934,90.65934,94.01709,"Greater Sydney"
86.53846,"2024",16,82.98209,79.5756,86.53846,89.41243,97.63314,"NSW",96.88784,94.01709,92.64458,95.43088,"Greater Sydney"
115.3846,"2111",90,116.4941,113.0114,126.2019,121.1538,129.5133,"NSW",126.9231,141.0256,129.5133,126.9231,"Greater Sydney"
93.19527,"2023",15,81.03936,80.12821,80.76923,87.16104,105.7692,"NSW",100.7326,100.7326,96.15385,97.63314,"Greater Sydney"
96.15385,"2035",27,93.19527,91.57509,93.91771,96.15385,114.3451,"NSW",105.7692,107.5619,115.3846,113.3242,"Greater Sydney"
91.78322,"2036",28,99.30643,82.41758,90.41332,96.15385,102.3573,"NSW",97.63314,110.3679,105.7692,105.7692,"Greater Sydney"
116.4941,"2112",91,112.1795,110.9467,121.1538,118.7783,135.7466,"NSW",129.5133,141.0256,141.0256,141.0256,"Greater Sydney"
116.4941,"2113",92,116.4941,110.9467,115.3846,116.4941,135.0245,"NSW",126.9231,129.5133,141.0256,132.2115,"Greater Sydney"
128.8871,"2114",93,126.2019,120.1923,126.2019,131.689,147.585,"NSW",137.9599,151.0989,151.0989,151.0989,"Greater Sydney"
144.2308,"2257",198,151.4423,146.0565,151.4423,151.4423,151.0989,"NSW",160.6621,141.0256,147.585,141.0256,"Greater Sydney"
149.5726,"2258",199,140.0622,149.8501,144.2308,159.413,158.6538,"NSW",147.585,137.2141,162.7219,141.0256,"Greater Sydney"
76.67965,"2025",17,78.16377,71.89073,81.86071,82.41758,88.14103,"NSW",91.97324,90.65934,97.63314,97.63314,"Greater Sydney"
87.16104,"2026",18,83.55438,76.92308,80.76923,80.76923,94.01709,"NSW",96.15385,89.38245,92.64458,88.14103,"Greater Sydney"
82.98209,"2027",19,78.67133,72.56894,78.16377,81.86071,87.23236,"NSW",84.61538,79.32692,97.63314,79.82583,"Greater Sydney"
83.84349,"2028",20,75.25084,74.44169,71.26697,80.76923,93.32579,"NSW",90.65934,87.53316,91.97324,90.33671,"Greater Sydney"
93.91771,"2046",38,100.9615,88.7574,96.92308,94.65144,106.658,"NSW",105.7692,105.7692,109.4164,105.7692,"Greater Sydney"
99.30643,"2047",39,90.41332,88.7574,93.19527,100.9615,105.7692,"NSW",105.7692,99.15865,109.4164,107.5619,"Greater Sydney"
110.1399,"2120",99,100.9615,115.3846,110.1399,110.1399,119.7388,"NSW",115.3846,115.3846,115.3846,126.9231,"Greater Sydney"
90.41332,"2029",21,89.74359,79.5756,93.19527,97.70471,99.93943,"NSW",96.88784,90.01637,97.78357,102.7717,"Greater Sydney"
80.76923,"2030",22,79.18552,73.02824,76.67965,80.76923,84.61538,"NSW",84.61538,87.53316,91.31157,84.61538,"Greater Sydney"
100.9615,"2031",23,96.92308,91.57509,95.39673,97.70471,107.5619,"NSW",105.7692,108.4813,112.3213,110.3679,"Greater Sydney"
110.1399,"2121",100,108.1731,103.022,110.1399,110.1399,126.9231,"NSW",124.4344,126.9231,129.5133,126.9231,"Greater Sydney"
121.1538,"2122",101,121.1538,117.7394,121.1538,121.1538,141.0256,"NSW",132.2115,132.2115,132.2115,137.9599,"Greater Sydney"
112.1795,"2032",24,108.1731,96.96186,104.443,110.1399,132.2115,"NSW",126.9231,141.0256,141.0256,137.9599,"Greater Sydney"
107.2158,"2033",25,104.443,97.78357,104.443,111.1503,128.2051,"NSW",119.7388,132.2115,128.2051,132.2115,"Greater Sydney"
89.08371,"2125",102,96.92308,80.12821,89.74359,94.65144,109.8901,"NSW",94.3666,93.32579,104.8951,96.88784,"Greater Sydney"
82.98209,"2126",103,86.84864,79.03056,86.53846,82.41758,89.38245,"NSW",91.31157,84.61538,84.61538,86.34223,"Greater Sydney"
89.08371,"2034",26,84.13462,82.41758,85.31961,86.53846,97.63314,"NSW",98.38998,96.15385,97.63314,96.15385,"Greater Sydney"
97.70471,"2037",29,97.70471,93.80863,93.19527,97.86256,117.5214,"NSW",119.7388,111.336,115.3846,115.3846,"Greater Sydney"
93.91771,"2259",200,96.15385,93.91771,96.15385,96.15385,103.022,"NSW",103.022,89.67716,96.15385,96.15385,"Rest of NSW"
118.7783,"2260",201,116.4941,110.9467,110.1399,110.1399,119.7388,"NSW",116.4432,105.7692,105.7692,105.7692,"Greater Sydney"
149.5726,"2261",202,151.4423,144.2308,146.8531,151.4423,158.6538,"NSW",158.6538,141.0256,147.585,141.0256,"Greater Sydney"
151.4423,"2262",203,155.3254,158.0611,155.3254,155.3254,162.7219,"NSW",169.2308,147.585,159.6517,141.0256,"Greater Sydney"
173.0769,"2263",204,168.2692,160.2564,168.2692,170.1599,176.2821,"NSW",176.2821,158.6538,169.2308,162.7219,"Greater Sydney"
93.19527,"2038",30,96.92308,84.53085,89.08371,98.9011,104.0353,"NSW",113.8324,90.98428,110.3679,112.3213,"Greater Sydney"
108.1731,"2048",40,112.1795,105.2779,110.1399,121.1538,132.2115,"NSW",137.9599,128.8559,132.2115,131.5265,"Greater Sydney"
100.9615,"2264",205,104.8951,100.9615,100.9615,103.5503,108.1731,"NSW",112.3876,96.15385,106.8376,103.022,"Rest of NSW"
89.74359,"2265",206,96.15385,106.2753,109.1476,93.91771,116.786,"NSW",108.1731,96.15385,96.15385,112.3876,"Rest of NSW"
89.08371,"2039",31,86.53846,76.92308,85.92471,85.31961,97.63314,"NSW",96.15385,91.97324,105.7692,97.63314,"Greater Sydney"
99.30643,"2062",45,95.39673,92.30769,93.19527,96.15385,109.4164,"NSW",111.336,108.9468,110.3679,108.4813,"Greater Sydney"
73.8743,"2063",46,67.30769,70.35647,80.23434,69.23077,71.3051,"NSW",87.53316,88.7574,79.32692,77.15689,"Greater Sydney"
93.19527,"2040",32,91.78322,84.84163,91.78322,91.78322,101.5385,"NSW",105.7692,106.658,104.0353,100.7326,"Greater Sydney"
86.53846,"2041",33,83.55438,76.92308,85.31961,83.55438,96.15385,"NSW",90.65934,91.31157,97.63314,96.15385,"Greater Sydney"
102.2395,"2042",34,98.49906,88.7574,100.9615,101.81,115.3846,"NSW",106.2118,118.6197,126.9231,112.3213,"Greater Sydney"
86.53846,"2043",35,80.76923,80.4074,86.53846,90.41332,96.15385,"NSW",98.38998,97.63314,101.5385,102.3573,"Greater Sydney"
97.31233,"2068",51,93.19527,84.84163,80.76923,81.58508,108.4813,"NSW",101.5385,101.9462,104.0353,102.3573,"Greater Sydney"
93.19527,"2069",52,90.41332,84.84163,93.19527,86.53846,103.1895,"NSW",102.3573,109.4164,105.7692,107.5619,"Greater Sydney"
91.78322,"2070",53,89.41243,86.10792,79.70648,92.48385,103.1895,"NSW",101.1339,99.93943,112.8205,91.97324,"Greater Sydney"
86.53846,"2044",36,93.19527,88.7574,108.1731,111.1503,105.7692,"NSW",97.63314,97.63314,105.7692,97.63314,"Greater Sydney"
100.9615,"2045",37,110.1399,82.71299,100.9615,93.19527,112.3213,"NSW",107.5619,146.7319,123.2263,106.658,"Greater Sydney"
107.6923,"2267",207,105.5807,126.2019,111.4058,103.5503,110.2401,"NSW",118.5458,118.5458,104.2632,null,"Rest of NSW"
118.1989,"2049",41,121.1538,104.8951,117.6251,121.1538,137.9599,"NSW",133.6032,141.0256,134.3101,135.0245,"Greater Sydney"
93.19527,"2050",42,91.78322,88.7574,91.78322,93.19527,109.4164,"NSW",107.5619,105.7692,115.3846,112.3213,"Greater Sydney"
94.65144,"2060",43,93.19527,88.7574,91.78322,93.19527,110.8498,"NSW",107.5619,115.3846,115.3846,107.5619,"Greater Sydney"
85.31961,"2061",44,77.4146,85.47009,80.76923,93.19527,99.15865,"NSW",97.63314,98.38998,105.7692,106.658,"Greater Sydney"
null,"2278",208,null,null,null,null,null,"NSW",null,null,null,null,"Rest of NSW"
103.1097,"2064",47,104.443,96.15385,104.443,102.6728,120.8791,"NSW",116.4432,119.7388,126.9231,126.9231,"Greater Sydney"
96.15385,"2065",48,94.65144,90.14423,93.19527,94.65144,115.3846,"NSW",105.7692,107.5619,115.3846,115.3846,"Greater Sydney"
105.3512,"2066",49,104.443,103.022,108.1731,110.1399,125.6664,"NSW",115.3846,123.2263,126.9231,122.0414,"Greater Sydney"
86.53846,"2071",54,93.19527,80.12821,85.31961,89.74359,105.7692,"NSW",101.1339,105.7692,97.63314,102.3573,"Greater Sydney"
100.9615,"2072",55,102.6728,93.05211,102.6728,94.65144,117.5214,"NSW",114.3451,113.3242,115.3846,122.0414,"Greater Sydney"
91.43687,"2073",56,89.08371,91.57509,87.16104,90.41332,96.15385,"NSW",90.65934,89.38245,106.658,97.63314,"Greater Sydney"
86.53846,"2074",57,93.19527,88.7574,96.53693,93.19527,105.7692,"NSW",103.6107,105.7692,97.63314,97.63314,"Greater Sydney"
75.72115,"2075",58,86.53846,83.01051,86.53846,86.53846,91.97324,"NSW",99.93943,84.61538,99.93943,97.63314,"Greater Sydney"
86.53846,"2076",59,93.19527,87.41259,90.41332,84.13462,105.7692,"NSW",105.7692,96.15385,90.65934,90.98428,"Greater Sydney"
115.3846,"5351",1093,121.4575,121.4575,98.9011,101.81,108.1731,"SA",111.6625,127.1186,109.4891,107.1429,"Rest of SA"
100.9615,"2067",50,97.70471,96.15385,100.9615,99.30643,111.336,"NSW",106.658,115.3846,124.4344,115.3846,"Greater Sydney"
126.2019,"2079",61,116.4941,120.1923,131.689,120.5511,141.0256,"NSW",114.8625,135.0245,126.9231,136.4764,"Greater Sydney"
null,"2080",62,null,null,null,null,null,"NSW",null,null,null,null,"Greater Sydney"
95.39673,"2081",63,122.3776,93.05211,106.7435,118.7783,119.7388,"NSW",96.15385,null,103.1895,97.63314,"Greater Sydney"
104.443,"2082",64,95.39673,96.55616,100.1271,101.81,104.0353,"NSW",107.1081,99.15865,99.15865,102.3573,"Greater Sydney"
105.3512,"2083",65,null,101.2146,110.1399,null,144.2308,"NSW",141.0256,105.7692,null,118.6197,"Greater Sydney"
68.4485,"2084",66,72.11538,null,63.76518,100.9615,null,"NSW",null,null,null,null,"Greater Sydney"
66.20429,"2085",67,65.84448,53.66726,67.12124,63.43133,64.10256,"NSW",66.80162,63.46154,61.61314,60.43956,"Greater Sydney"
72.98424,"2086",68,69.62865,65.55944,68.4485,80.76923,83.50202,"NSW",76.92308,79.32692,74.66063,72.9443,"Greater Sydney"
83.55438,"2087",69,80.76923,69.93007,70.43828,72.11538,84.61538,"NSW",76.92308,69.54689,80.33106,80.33106,"Greater Sydney"
100.9615,"2088",70,93.55509,88.7574,97.70471,93.19527,105.7692,"NSW",104.8951,105.7692,113.3242,99.15865,"Greater Sydney"
101.81,"2089",71,100.9615,96.96186,97.70471,104.443,113.3242,"NSW",111.336,114.3451,115.3846,122.0414,"Greater Sydney"
140.1099,"6211",2105,140.1099,147.4841,144.2308,144.2308,143.2361,"WA",148.3516,123.6264,136.6397,142.255,"Greater Perth"
84.13462,"2094",75,75.72115,77.43934,73.20474,84.13462,87.53316,"NSW",90.98428,84.61538,87.53316,81.36095,"Greater Sydney"
80.76923,"2095",76,80.76923,73.02824,75.72115,75.72115,88.14103,"NSW",90.65934,79.32692,82.95626,81.88586,"Greater Sydney"
96.92308,"2096",77,93.91771,88.7574,91.78322,94.65144,97.63314,"NSW",106.658,97.63314,94.3666,94.71871,"Greater Sydney"
96.53693,"2097",78,101.384,80.97166,97.70471,93.19527,99.15865,"NSW",99.15865,92.30769,89.38245,101.5385,"Greater Sydney"
106.2753,"2099",79,103.9947,100.7726,104.443,104.443,113.3242,"NSW",109.4164,106.658,104.0353,106.658,"Greater Sydney"
102.6728,"2100",80,100.9615,86.75535,93.19527,93.19527,109.4164,"NSW",105.7692,105.7692,105.7692,104.0353,"Greater Sydney"
100.9615,"2101",81,97.31233,93.05211,99.30643,100.9615,102.3573,"NSW",97.63314,96.51945,97.63314,94.3666,"Greater Sydney"
85.31961,"2102",82,75.72115,72.11538,69.23077,80.76923,88.14103,"NSW",85.18327,77.39212,83.50202,70.90675,"Greater Sydney"
null,"6213",2106,null,null,null,null,null,"WA",null,null,null,null,"Rest of WA"
114.2961,"2115",94,116.4941,110.9467,116.4941,118.7783,126.9231,"NSW",129.5133,122.0414,126.9231,128.8559,"Greater Sydney"
100.9615,"2280",209,100.9615,103.5503,100.9615,100.9615,100.6261,"NSW",108.1731,96.15385,99.4695,96.15385,"Rest of NSW"
101.2146,"2281",210,97.9021,102.2395,100.9615,100.9615,101.81,"NSW",103.022,86.53846,96.15385,86.53846,"Rest of NSW"
118.7783,"2306",233,113.7595,122.3776,121.4575,120.5511,117.7394,"NSW",121.0328,113.8664,113.8664,116.9439,"Rest of NSW"
134.6154,"2116",95,124.9009,117.7394,128.8871,134.6154,129.5133,"NSW",142.6102,141.0256,137.9599,154.7842,"Greater Sydney"
122.3776,"2117",96,121.1538,115.3846,126.8627,126.2019,129.5133,"NSW",126.9231,141.0256,132.626,141.0256,"Greater Sydney"
116.4941,"2118",97,121.1538,115.3846,118.7783,116.4941,133.6032,"NSW",128.2051,126.9231,137.9599,135.0245,"Greater Sydney"
134.6154,"2143",118,131.689,126.7963,134.6154,142.5339,156.6952,"NSW",142.6102,151.0989,158.6538,137.9599,"Greater Sydney"
104.443,"2119",98,93.19527,84.84163,103.1097,99.30643,102.3573,"NSW",115.3846,99.54751,104.0353,107.5619,"Greater Sydney"
110.1399,"2127",104,112.1795,106.8376,112.1795,114.2961,126.9231,"NSW",126.9231,126.9231,126.9231,126.9231,"Greater Sydney"
134.6154,"2144",119,131.689,120.1923,128.8871,134.6154,141.0256,"NSW",137.9599,158.6538,147.585,147.585,"Greater Sydney"
136.1279,"2128",105,134.6154,125.4181,134.6154,134.6154,144.2308,"NSW",151.0989,141.8135,162.7219,135.0245,"Greater Sydney"
122.3776,"2130",106,121.1538,104.8951,126.2019,122.3776,141.0256,"NSW",132.2115,144.2308,133.6032,141.0256,"Greater Sydney"
134.6154,"2145",120,131.689,125.4181,134.6154,134.6154,147.585,"NSW",145.8886,151.0989,147.585,151.0989,"Greater Sydney"
134.6154,"2146",121,134.6154,131.1189,134.6154,137.6748,144.2308,"NSW",150.2048,151.0989,147.929,151.0989,"Greater Sydney"
121.1538,"2131",107,123.6264,115.3846,123.6264,130.273,147.585,"NSW",141.0256,154.7842,151.0989,147.585,"Greater Sydney"
147.7486,"2147",122,151.4423,137.3626,147.7486,147.7486,151.0989,"NSW",158.6538,147.585,154.7842,151.0989,"Greater Sydney"
151.4423,"2148",123,151.4423,144.2308,151.4423,151.4423,158.6538,"NSW",162.7219,158.6538,158.6538,158.6538,"Greater Sydney"
89.74359,"2291",219,89.74359,86.84864,81.17511,89.74359,93.55509,"NSW",96.69102,84.84163,78.67133,84.01792,"Rest of NSW"
104.2184,"2307",234,118.7783,105.5807,161.5385,106.2753,110.9467,"NSW",120.1923,108.8534,110.2401,127.2624,"Rest of NSW"
103.5503,"2315",235,100.9615,100.9615,96.15385,98.49906,105.5347,"NSW",108.1731,96.15385,98.33916,96.15385,"Rest of NSW"
93.91771,"2316",236,92.8382,98.49906,89.74359,89.74359,99.4695,"NSW",109.5424,86.53846,99.4695,78.67133,"Rest of NSW"
106.2753,"2132",108,110.1399,99.4695,110.1399,104.443,122.0414,"NSW",125.6664,126.9231,126.9231,141.0256,"Greater Sydney"
134.6154,"2151",125,134.6154,120.1923,134.6154,134.6154,141.0256,"NSW",147.585,158.6538,147.585,147.585,"Greater Sydney"
137.6748,"2152",126,140.8766,125.4181,144.2308,134.6154,157.6684,"NSW",156.1169,148.448,147.585,147.585,"Greater Sydney"
112.1795,"2153",127,112.1795,106.8376,112.1795,108.1731,115.3846,"NSW",115.3846,115.3846,115.3846,118.6197,"Greater Sydney"
104.443,"2154",128,108.1731,108.8534,104.443,103.9947,115.3846,"NSW",115.3846,111.336,110.3679,113.3242,"Greater Sydney"
106.2753,"2155",129,100.9615,96.15385,110.1399,110.1399,113.3242,"NSW",115.3846,105.7692,115.3846,111.336,"Greater Sydney"
136.1279,"2133",109,141.7004,137.3626,145.9685,151.4423,150.2048,"NSW",149.3213,172.6845,158.6538,135.0245,"Greater Sydney"
87.79264,"2156",130,114.2961,104.8951,94.28315,94.65144,84.89838,"NSW",90.65934,105.7692,87.53316,105.7692,"Greater Sydney"
113.2279,"2157",131,null,107.8361,null,98.9011,105.7692,"NSW",124.4344,90.65934,110.3679,99.15865,"Greater Sydney"
97.70471,"2158",132,90.41332,88.7574,91.78322,91.09312,100.7326,"NSW",110.3679,86.34223,91.97324,105.7692,"Greater Sydney"
105.8112,"2159",133,110.1399,null,null,null,121.4575,"NSW",101.5385,110.8498,103.1895,111.336,"Greater Sydney"
96.15385,"2317",237,97.31233,102.2395,98.49906,96.72962,96.15385,"NSW",103.022,90.14423,120.1923,92.06219,"Rest of NSW"
85.92471,"2318",238,81.58508,84.13462,84.13462,87.79264,97.23423,"NSW",92.06219,78.67133,86.53846,83.21006,"Rest of NSW"
103.5503,"2319",239,106.2753,106.2753,103.5503,104.2184,113.8664,"NSW",113.8664,99.4695,104.2632,103.022,"Rest of NSW"
100.9615,"2320",240,106.2753,109.8901,103.5503,106.2753,110.9467,"NSW",112.3876,98.33916,103.022,100.6261,"Rest of NSW"
96.15385,"2321",241,93.91771,95.58489,93.91771,93.91771,100.6261,"NSW",101.81,94.06355,100.6261,98.33916,"Rest of NSW"
100.9615,"2134",110,104.443,96.15385,95.39673,106.2753,119.7388,"NSW",119.7388,124.4344,123.2263,117.5214,"Greater Sydney"
147.7486,"2168",142,147.7486,134.1682,151.4423,151.4423,154.7842,"NSW",151.0989,154.7842,156.6952,147.585,"Greater Sydney"
151.4423,"2170",143,147.7486,138.0199,145.9685,151.4423,158.6538,"NSW",158.6538,158.6538,158.6538,158.6538,"Greater Sydney"
112.1795,"2171",144,113.7595,104.8951,114.8378,112.1795,115.3846,"NSW",117.5214,111.336,115.3846,115.3846,"Greater Sydney"
null,"2172",145,null,null,null,null,null,"NSW",null,null,null,null,"Greater Sydney"
117.6251,"2173",146,115.9367,108.8534,116.4941,119.3634,122.0414,"NSW",122.0414,115.3846,122.0414,117.5214,"Greater Sydney"
96.15385,"2322",242,96.15385,96.15385,96.15385,97.9021,103.022,"NSW",104.2632,94.06355,100.6261,98.33916,"Rest of NSW"
106.2753,"2323",243,112.1795,109.1476,109.1476,106.2753,116.9439,"NSW",113.8664,103.022,109.5424,108.1731,"Rest of NSW"
112.1795,"2324",244,115.3846,115.3846,115.3846,115.3846,120.1923,"NSW",118.5458,108.1731,114.6205,113.8664,"Rest of NSW"
122.3776,"2325",245,118.7783,122.3776,119.6581,126.2019,125.4181,"NSW",133.1361,115.3846,125.4181,123.6264,"Rest of NSW"
108.1731,"2135",111,106.2753,99.4695,110.1399,110.1399,126.9231,"NSW",122.0414,133.6032,132.2115,136.4764,"Greater Sydney"
122.3776,"2326",246,122.3776,115.3846,113.7595,117.9113,120.1923,"NSW",131.1189,121.8852,123.6264,123.6264,"Rest of NSW"
151.4423,"2753",300,144.2308,137.3626,147.7486,157.3427,144.2308,"NSW",158.6538,147.585,151.0989,142.6102,"Greater Sydney"
137.6748,"2754",301,137.6748,134.1682,154.3361,140.8766,146.7319,"NSW",147.585,141.0256,147.585,144.2308,"Greater Sydney"
144.2308,"2756",302,147.7486,137.3626,147.7486,144.2308,141.0256,"NSW",151.0989,141.0256,141.0256,141.0256,"Greater Sydney"
121.1538,"2136",112,122.3776,117.7394,123.6264,126.2019,132.2115,"NSW",132.2115,141.0256,141.0256,149.3213,"Greater Sydney"
104.443,"2137",113,104.443,99.4695,100.9615,100.9615,115.3846,"NSW",109.4164,115.3846,115.3846,115.3846,"Greater Sydney"
80.76923,"2508",256,66.20429,73.42657,75.48526,73.42657,78.67133,"NSW",78.67133,75.25084,74.60212,78.67133,"Rest of NSW"
67.30769,"2515",257,65.13648,64.10256,67.30769,62.13018,77.26648,"NSW",74.60212,72.11538,68.14052,69.23077,"Rest of NSW"
null,"2757",303,null,null,null,null,null,"NSW",null,null,null,null,"Greater Sydney"
97.70471,"2138",114,97.70471,93.05211,97.70471,100.9615,115.3846,"NSW",113.3242,113.3242,119.7388,115.3846,"Greater Sydney"
106.2753,"2174",147,108.1731,108.8534,110.1399,108.1731,122.0414,"NSW",117.7394,119.7388,120.8791,126.9231,"Greater Sydney"
79.96954,"2516",258,70.8502,79.96954,80.76923,73.42657,83.21006,"NSW",66.56805,78.67133,74.60212,73.9645,"Rest of NSW"
121.1538,"2140",115,121.1538,113.1222,123.6264,121.1538,135.0245,"NSW",132.2115,144.2308,143.4159,149.3213,"Greater Sydney"
80.76923,"2517",259,77.66272,84.13462,85.92471,76.19739,94.06355,"NSW",94.57755,73.33768,78.67133,80.87707,"Rest of NSW"
96.15385,"2518",260,92.8382,100.9615,96.15385,96.15385,108.1731,"NSW",103.022,90.14423,96.15385,95.62261,"Rest of NSW"
86.84864,"2519",261,93.91771,87.31809,91.78322,85.92471,94.06355,"NSW",108.1731,96.15385,88.30455,87.85631,"Rest of NSW"
84.13462,"2525",262,87.79264,83.26725,86.3842,89.74359,88.30455,"NSW",87.41259,82.81192,86.53846,80.12821,"Rest of NSW"
88.7574,"2526",263,91.78322,89.74359,89.74359,98.49906,92.06219,"NSW",91.09312,86.53846,94.06355,90.14423,"Rest of NSW"
114.2961,"2141",116,116.4941,104.8951,121.1538,116.4941,124.4344,"NSW",126.9231,132.2115,130.8485,132.2115,"Greater Sydney"
134.6154,"2142",117,134.6154,131.1189,140.8766,134.6154,154.7842,"NSW",151.0989,162.7219,154.7842,158.6538,"Greater Sydney"
89.74359,"2294",222,88.7574,91.78322,84.13462,85.92471,96.15385,"NSW",103.022,80.12821,90.14423,86.53846,"Rest of NSW"
131.689,"2150",124,126.2019,120.1923,128.8871,126.2019,141.0256,"NSW",141.0256,154.7842,152.9194,151.0989,"Greater Sydney"
140.8766,"2160",134,137.6748,134.1682,147.7486,147.7486,154.7842,"NSW",158.6538,162.7219,158.6538,158.6538,"Greater Sydney"
144.2308,"2161",135,141.7004,144.2308,144.2308,147.7486,158.6538,"NSW",158.6538,167.004,162.7219,158.6538,"Greater Sydney"
80.76923,"2295",223,80.76923,80.76923,79.96954,80.76923,90.14423,"NSW",86.53846,78.67133,83.21006,81.64006,"Rest of NSW"
85.92471,"2527",264,85.92471,89.74359,82.41758,82.41758,87.41259,"NSW",90.14423,82.41758,86.53846,86.53846,"Rest of NSW"
98.49906,"2528",265,96.15385,93.91771,96.15385,93.91771,99.4695,"NSW",104.2632,98.33916,96.15385,103.022,"Rest of NSW"
80.76923,"2529",266,77.66272,81.58508,82.41758,80.76923,86.53846,"NSW",86.53846,78.67133,80.12821,80.12821,"Rest of NSW"
126.2019,"2162",136,131.689,126.7963,137.6748,134.6154,141.0256,"NSW",141.0256,141.0256,141.0256,146.7319,"Greater Sydney"
88.7574,"2302",229,82.41758,87.79264,84.13462,89.74359,96.15385,"NSW",96.15385,96.15385,86.53846,77.96258,"Rest of NSW"
189.3029,"2163",137,183.5664,162.5135,149.5726,189.3029,181.3187,"NSW",173.8672,162.7219,171.5177,152.9194,"Greater Sydney"
140.8766,"2164",138,131.689,125.4181,124.9009,131.689,141.0256,"NSW",141.0256,132.2115,141.0256,141.0256,"Greater Sydney"
147.7486,"2165",139,151.4423,140.7129,147.7486,144.2308,158.6538,"NSW",158.6538,158.6538,162.7219,158.6538,"Greater Sydney"
168.2692,"2166",140,163.7214,156.9859,168.2692,161.5385,176.2821,"NSW",167.004,181.3187,171.5177,176.2821,"Greater Sydney"
