rai_cityadjusted_total_2019_q3, geography_name, unique_id, rai_cityadjusted_total_2019_q2, rai_cityadjusted_total_2019_q1, rai_cityadjusted_total_2020_q1, rai_cityadjusted_total_2019_q4, rai_cityadjusted_total_2020_q3, state, rai_cityadjusted_total_2020_q2, rai_cityadjusted_total_2021_q2, rai_cityadjusted_total_2020_q4, rai_cityadjusted_total_2021_q1, city
null,"5151",990,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
null,"5133",980,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
null,"5134",981,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
112.0812,"3000",1310,109.6154,105.9655,109.6154,109.6154,144.2308,"VIC",137.0192,164.8352,164.8352,160.2564,"Greater Melbourne"
null,"5137",983,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
null,"5138",984,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
null,"5139",985,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
null,"5140",986,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
110.2941,"5174",1013,125.0,117.1875,134.6154,129.3103,120.5511,"SA",126.2019,107.6923,null,122.3776,"Greater Adelaide"
null,"5141",987,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
null,"5142",988,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
78.53403,"5152",991,85.22727,64.65517,78.0379,79.78723,80.76923,"SA",80.76923,80.76923,87.79264,78.0379,"Greater Adelaide"
null,"5153",992,101.3514,102.7397,89.74359,102.7397,115.3846,"SA",104.2184,null,103.5503,null,"Greater Adelaide"
73.52941,"5154",993,null,null,76.19739,72.11538,null,"SA",null,null,null,73.42657,"Greater Adelaide"
117.5549,"5162",1001,117.1875,117.1875,124.2604,117.1875,117.0569,"SA",122.3776,115.3846,121.4575,118.7783,"Greater Adelaide"
127.1186,"5163",1002,125.0,125.0,130.273,120.9677,125.2236,"SA",134.6154,116.2147,139.2573,125.2236,"Greater Adelaide"
91.46341,"5155",994,97.4026,79.78723,89.74359,94.93671,98.49906,"SA",99.7151,93.91771,93.91771,88.7574,"Greater Adelaide"
null,"5156",995,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
null,"5157",996,100.0,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
99.33775,"5158",997,98.68421,101.3514,102.8907,96.15385,104.8951,"SA",104.8951,98.49906,104.8951,96.72962,"Greater Adelaide"
98.03922,"5159",998,101.3514,98.68421,104.8951,100.0,104.2184,"SA",106.2753,95.02262,103.5503,102.2395,"Greater Adelaide"
null,"5160",999,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
110.2941,"5161",1000,113.6364,110.2941,112.1795,108.6957,120.5511,"SA",122.3776,118.7783,115.3846,112.1795,"Greater Adelaide"
110.2941,"5165",1004,110.2941,111.1111,119.6581,113.6364,118.7783,"SA",126.2019,115.3846,112.1795,118.7783,"Greater Adelaide"
115.3846,"5166",1005,117.1875,120.9677,124.2604,120.9677,115.3846,"SA",128.2051,115.3846,null,122.3776,"Greater Adelaide"
104.1667,"5167",1006,108.6957,107.1429,109.1476,107.1429,112.1795,"SA",109.1476,100.9615,109.8901,109.1476,"Greater Adelaide"
null,"5210",1018,null,null,null,88.7574,null,"SA",null,null,null,null,"Rest of SA"
107.1429,"5168",1007,107.1429,117.1875,130.273,117.1875,115.3846,"SA",129.2308,121.4575,134.6154,134.6154,"Greater Adelaide"
111.6625,"5211",1019,111.6625,115.3846,111.6625,111.6625,104.8951,"SA",110.7692,111.9403,113.6364,109.4891,"Rest of SA"
108.6957,"5169",1008,107.1429,105.6338,115.3846,104.1667,109.1476,"SA",115.3846,109.1476,109.1476,112.1795,"Greater Adelaide"
null,"5170",1009,null,107.1429,104.8951,108.6957,null,"SA",null,null,null,null,"Greater Adelaide"
100.3344,"5172",1011,111.6625,null,null,null,101.81,"SA",92.92721,null,null,84.74576,"Rest of SA"
113.6364,"5173",1012,113.6364,117.1875,120.5511,117.1875,125.2236,"SA",120.5511,112.1795,118.7783,117.9113,"Greater Adelaide"
127.4597,"3027",1332,127.4597,123.6264,128.9593,130.4945,142.4501,"VIC",130.4945,137.3626,135.7466,140.7129,"Greater Melbourne"
null,"5201",1014,117.1875,null,102.2395,null,null,"SA",102.2395,null,null,89.74359,"Greater Adelaide"
null,"5202",1015,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5203",1016,null,null,null,null,null,"SA",null,100.0,96.15385,null,"Rest of SA"
117.3403,"5204",1017,109.0248,115.3846,119.3634,115.3846,110.7692,"SA",106.5089,107.1429,113.6364,113.6364,"Rest of SA"
152.2436,"3028",1333,152.2436,148.3516,152.2436,152.2436,160.2564,"VIC",156.5934,164.8352,164.8352,167.2241,"Greater Melbourne"
119.3634,"5212",1020,111.6625,119.3634,109.8901,106.5089,111.6625,"SA",111.6625,105.6338,113.6364,136.3636,"Rest of SA"
108.1731,"5213",1021,96.15385,null,null,null,null,"SA",109.0248,107.1429,null,113.6364,"Rest of SA"
115.3846,"5214",1022,115.3846,119.3634,116.3542,111.6625,109.8901,"SA",117.3403,111.9403,120.9677,117.1875,"Rest of SA"
null,"5220",1023,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
124.5629,"3033",1338,121.7949,115.3846,121.7949,125.9947,128.2051,"VIC",128.9593,142.4501,128.2051,131.1189,"Greater Melbourne"
137.0192,"3034",1339,127.4597,123.6264,130.4945,130.4945,132.626,"VIC",138.7537,144.2308,144.2308,136.5498,"Greater Melbourne"
129.7223,"3036",1340,122.4753,123.6264,132.0667,135.3276,131.1189,"VIC",137.0192,138.1852,144.2308,137.3626,"Greater Melbourne"
null,"5233",1029,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
null,"5243",1038,null,null,102.2395,null,null,"SA",null,null,null,null,"Greater Adelaide"
null,"5234",1030,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
108.6957,"5244",1039,110.2941,116.2791,109.1476,113.6364,113.7595,"SA",128.2051,109.1476,115.3846,99.10335,"Greater Adelaide"
98.68421,"5250",1041,107.1429,110.2941,104.2184,89.28571,89.74359,"SA",106.2753,112.1795,87.79264,85.47009,"Greater Adelaide"
null,"5235",1031,null,119.3634,null,null,116.3542,"SA",115.3846,null,null,null,"Rest of SA"
104.1667,"5251",1042,104.1667,104.1667,109.1476,100.0,109.1476,"SA",110.6428,104.8951,106.2753,104.8951,"Greater Adelaide"
107.1429,"5252",1043,107.1429,109.4891,116.2147,109.4891,108.4151,"SA",115.3846,106.2753,106.2753,115.3846,"Greater Adelaide"
138.4615,"5253",1044,139.5782,138.4615,138.4615,142.333,141.2873,"SA",150.5017,150.0,146.4844,150.0,"Rest of SA"
null,"5236",1032,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5237",1033,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
147.2995,"5238",1034,135.7466,157.3427,138.4615,133.1361,173.0769,"SA",138.4615,125.0,170.4545,150.0,"Rest of SA"
128.2051,"5254",1045,null,115.3846,null,null,104.8951,"SA",133.1361,null,null,null,"Rest of SA"
108.1731,"5255",1046,102.5641,104.8951,104.1064,113.4931,101.81,"SA",111.6625,93.75,117.1875,94.93671,"Rest of SA"
null,"5256",1047,128.2051,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5259",1048,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5240",1035,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
110.2941,"5241",1036,94.93671,null,118.7783,113.6364,115.3846,"SA",122.3776,null,111.4058,null,"Greater Adelaide"
null,"5242",1037,null,107.1429,105.5807,null,null,"SA",null,null,113.7595,null,"Greater Adelaide"
null,"5245",1040,75.75758,97.4026,95.02262,89.28571,89.74359,"SA",92.8382,101.5965,82.84024,89.74359,"Greater Adelaide"
138.4615,"5260",1049,147.2995,138.4615,115.3846,137.0906,138.4615,"SA",145.749,150.0,170.4545,null,"Rest of SA"
null,"5261",1050,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5262",1051,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5263",1052,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5264",1053,null,null,161.0018,157.3427,138.4615,"SA",150.5017,166.6667,null,148.5149,"Rest of SA"
153.8462,"5268",1057,144.2308,157.3427,138.4615,147.2995,144.2308,"SA",144.2308,144.2308,147.0588,144.2308,"Rest of SA"
null,"5265",1054,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5266",1055,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
173.0769,"5267",1056,null,192.3077,null,null,192.3077,"SA",null,null,null,null,"Rest of SA"
null,"5269",1058,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5270",1059,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5278",1065,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5279",1066,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
138.4615,"5271",1060,138.4615,135.7466,128.2051,133.1361,142.7439,"SA",138.4615,133.9286,141.5094,150.0,"Rest of SA"
164.8352,"5280",1067,164.8352,168.8555,173.0769,192.3077,173.0769,"SA",168.8555,163.0435,197.3684,154.6392,"Rest of SA"
null,"5272",1061,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
153.8462,"5275",1062,153.8462,164.8352,223.3251,157.3427,142.7439,"SA",157.3427,144.2308,170.4545,null,"Rest of SA"
142.7439,"5276",1063,144.2308,135.7466,null,115.3846,128.2051,"SA",115.3846,120.9677,156.25,131.5789,"Rest of SA"
157.3427,"5277",1064,164.8352,157.3427,157.3427,153.8462,144.2308,"SA",157.3427,144.2308,170.4545,163.0435,"Rest of SA"
null,"5301",1070,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5302",1071,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5303",1072,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5304",1073,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5307",1074,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5308",1075,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5309",1076,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5311",1077,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5320",1078,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5321",1079,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5322",1080,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
151.8219,"5330",1081,144.2308,157.3427,147.2995,164.8352,150.5017,"SA",144.2308,159.5745,160.9442,144.2308,"Rest of SA"
null,"5331",1082,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5332",1083,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5342",1087,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
134.4287,"5333",1084,138.4615,133.1361,123.6264,133.1361,124.7401,"SA",135.7466,144.2308,144.2308,131.5789,"Rest of SA"
null,"5340",1085,135.7466,null,null,null,150.5017,"SA",null,null,null,null,"Rest of SA"
150.5017,"5341",1086,153.8462,147.2995,138.4615,138.4615,152.1555,"SA",138.4615,144.2308,140.1869,138.8889,"Rest of SA"
173.0769,"5343",1088,144.2308,144.2308,138.4615,152.1555,147.2995,"SA",150.5017,164.8352,148.5149,149.4024,"Rest of SA"
null,"5344",1089,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5346",1091,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5350",1092,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
115.3846,"5352",1094,110.7692,115.3846,108.1731,104.8951,113.4931,"SA",109.0248,111.1111,111.9403,110.2941,"Rest of SA"
125.8741,"5353",1095,133.1361,123.6264,133.1361,101.81,117.3403,"SA",108.1731,136.3636,107.1429,117.1875,"Rest of SA"
null,"5354",1096,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5360",1100,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
115.3846,"5355",1097,109.8901,106.5089,109.8901,106.5089,104.8951,"SA",98.9011,110.2941,107.1429,117.1875,"Rest of SA"
null,"5724",1195,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5356",1098,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5357",1099,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
113.4931,"5725",1196,115.3846,115.3846,101.81,115.3846,108.1731,"SA",115.3846,113.6364,110.2941,104.1667,"Rest of SA"
null,"5731",1197,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5732",1198,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5371",1101,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
null,"5372",1102,98.9011,113.4931,92.30769,86.53846,98.9011,"SA",109.8901,null,98.68421,null,"Rest of SA"
121.4575,"5373",1103,130.6241,124.7401,121.4575,121.4575,128.2051,"SA",133.1361,125.0,113.6364,135.1351,"Rest of SA"
null,"5374",1104,null,null,null,null,null,"SA",null,null,null,141.5094,"Rest of SA"
null,"5734",1199,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5381",1105,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5400",1106,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5401",1107,null,128.2051,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5431",1119,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5410",1108,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5411",1109,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5412",1110,144.2308,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5413",1111,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5414",1112,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5415",1113,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5416",1114,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
157.3427,"5417",1115,null,157.3427,138.4615,157.3427,null,"SA",null,null,null,153.0612,"Rest of SA"
null,"5419",1116,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5421",1117,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5452",1124,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
216.3462,"5422",1118,187.1102,200.6689,203.6199,181.1139,null,"SA",null,197.3684,null,208.3333,"Rest of SA"
null,"5950",1200,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
null,"5960",1201,null,null,null,null,null,"SA",null,null,null,null,"Greater Adelaide"
87.7193,"7000",1202,83.33333,145.3488,93.75,89.28571,93.75,"TAS",98.68421,88.7574,85.22727,96.15385,"Greater Hobart"
164.8352,"5433",1120,157.3427,138.4615,153.8462,null,null,"SA",153.8462,null,null,null,"Rest of SA"
null,"5434",1121,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5440",1122,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
124.7401,"5451",1123,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
75.75758,"7004",1203,75.75758,83.33333,81.52174,81.52174,83.33333,"TAS",93.75,89.74359,83.33333,81.52174,"Greater Hobart"
87.2093,"7005",1204,83.33333,92.02454,81.52174,83.33333,93.75,"TAS",92.02454,89.74359,85.22727,83.33333,"Greater Hobart"
123.6264,"5453",1125,123.6264,118.3432,119.3634,122.5323,115.3846,"SA",123.6264,125.0,122.9508,125.0,"Rest of SA"
null,"5460",1127,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
146.0565,"5461",1128,144.2308,157.3427,147.2995,148.8834,150.5017,"SA",138.4615,126.0504,153.0612,150.0,"Rest of SA"
null,"5454",1126,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5462",1129,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
97.4026,"7007",1205,113.6364,98.68421,88.23529,98.68421,90.36145,"TAS",107.1429,89.74359,89.28571,97.4026,"Greater Hobart"
98.03922,"7008",1206,106.383,105.6338,83.33333,89.28571,91.46341,"TAS",101.3514,90.24495,95.41985,93.75,"Greater Hobart"
95.5414,"7009",1207,93.75,107.1429,91.46341,93.75,98.68421,"TAS",96.15385,91.26467,94.93671,90.36145,"Greater Hobart"
null,"5464",1130,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5470",1131,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
98.68421,"7010",1208,105.6338,101.3514,93.75,93.75,98.68421,"TAS",104.1667,96.15385,93.75,89.49881,"Greater Hobart"
93.75,"7011",1209,107.1429,107.1429,94.93671,98.68421,96.15385,"TAS",96.15385,96.15385,107.1429,93.75,"Greater Hobart"
null,"5472",1132,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5520",1145,null,null,null,164.8352,null,"SA",null,null,null,null,"Rest of SA"
null,"5473",1133,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5480",1134,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5481",1135,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5482",1136,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5483",1137,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5485",1138,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5490",1139,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
144.2308,"5491",1140,150.5017,150.5017,150.5017,157.3427,150.5017,"SA",157.3427,null,163.0435,163.0435,"Rest of SA"
null,"5495",1141,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
86.53846,"5501",1142,92.30769,92.30769,86.53846,98.9011,115.3846,"SA",125.8741,93.75,120.9677,121.9512,"Rest of SA"
null,"5502",1143,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5510",1144,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5521",1146,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5522",1147,null,138.4615,170.9402,120.4013,135.7466,"SA",133.1361,141.5094,144.2308,null,"Rest of SA"
null,"5523",1148,161.0018,173.0769,157.3427,216.3462,null,"SA",null,null,null,141.5094,"Rest of SA"
164.8352,"5540",1149,162.8959,173.0769,173.0769,157.3427,164.8352,"SA",173.0769,170.4545,187.5,178.5714,"Rest of SA"
128.2051,"5550",1150,null,null,null,null,null,"SA",null,138.8889,141.5094,150.0,"Rest of SA"
null,"5552",1151,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
127.0289,"5554",1152,138.4615,128.2051,125.8741,128.2051,125.8741,"SA",121.4575,133.9286,138.8889,133.9286,"Rest of SA"
null,"5555",1153,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5582",1166,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
128.2051,"5556",1154,130.6241,128.2051,128.2051,123.6264,128.2051,"SA",119.3634,142.8571,150.0,140.1869,"Rest of SA"
133.1361,"5558",1155,135.7466,133.1361,128.2051,123.6264,121.4575,"SA",125.8741,117.1875,129.3103,133.9286,"Rest of SA"
null,"5560",1156,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5570",1157,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5571",1158,133.1361,144.2308,null,141.2873,null,"SA",133.1361,null,131.5789,null,"Rest of SA"
null,"5583",1167,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5572",1159,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5573",1160,173.0769,null,133.1361,153.8462,null,"SA",null,null,null,null,"Rest of SA"
null,"5575",1161,175.2678,null,157.3427,null,155.5748,"SA",144.2308,144.2308,150.0,null,"Rest of SA"
null,"5576",1162,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5577",1163,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
153.8462,"5600",1168,147.2995,157.3427,157.3427,173.0769,144.2308,"SA",144.2308,170.4545,156.25,142.8571,"Rest of SA"
null,"5580",1164,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5581",1165,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5602",1170,null,133.1361,157.3427,null,138.4615,"SA",null,null,null,147.0588,"Rest of SA"
198.8247,"5608",1176,203.6199,192.3077,168.8555,187.1102,192.3077,"SA",182.1862,178.5714,153.0612,187.5,"Rest of SA"
115.3846,"5609",1177,119.3634,123.6264,123.6264,111.6625,115.3846,"SA",115.3846,97.4026,125.0,117.1875,"Rest of SA"
null,"5630",1178,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5631",1179,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5633",1180,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5642",1183,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5640",1181,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5641",1182,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5650",1184,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5652",1185,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5654",1186,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5670",1187,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
128.2051,"5680",1188,133.1361,141.2873,130.6241,null,null,"SA",129.4033,144.2308,170.4545,138.8889,"Rest of SA"
122.5323,"5690",1189,123.6264,123.6264,121.4575,115.3846,123.6264,"SA",123.6264,133.9286,138.8889,129.3103,"Rest of SA"
173.0769,"5700",1190,153.8462,157.3427,164.8352,157.3427,164.8352,"SA",164.8352,150.0,163.0435,150.0,"Rest of SA"
null,"5710",1191,null,128.2051,123.6264,106.5089,null,"SA",115.3846,83.33333,null,null,"Rest of SA"
null,"5720",1192,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
null,"5722",1193,null,null,null,null,null,"SA",null,null,null,null,"Rest of SA"
203.6199,"5723",1194,192.3077,182.1862,192.3077,203.6199,192.3077,"SA",203.6199,208.3333,null,170.4545,"Rest of SA"
null,"7012",1210,null,null,null,null,null,"TAS",null,null,null,null,"Greater Hobart"
83.33333,"7015",1211,78.125,87.2093,83.33333,79.36508,85.22727,"TAS",85.22727,81.58508,82.41758,78.125,"Greater Hobart"
null,"7024",1220,null,null,null,null,null,"TAS",null,null,null,null,"Greater Hobart"
null,"7025",1221,null,null,null,null,null,"TAS",null,89.74359,null,null,"Greater Hobart"
null,"7261",1275,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
null,"7262",1276,135.0245,null,null,null,null,"TAS",null,115.3846,null,107.3345,"Rest of Tas."
null,"7263",1277,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
null,"7264",1278,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
null,"7265",1279,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
null,"7267",1280,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
null,"7268",1281,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
117.5214,"7270",1282,113.3242,122.0414,118.6197,null,108.1731,"TAS",105.7692,101.81,115.3846,115.3846,"Rest of Tas."
null,"7275",1283,null,null,88.14103,null,null,"TAS",104.0353,81.44796,108.1731,null,"Rest of Tas."
null,"7276",1284,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
82.41758,"7277",1285,85.75884,96.15385,81.36095,90.65934,98.9011,"TAS",90.65934,88.7574,93.55509,83.41057,"Rest of Tas."
null,"7026",1222,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
null,"7027",1223,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
102.3573,"7030",1224,102.3573,97.63314,103.1895,99.15865,108.1731,"TAS",111.336,93.55509,101.81,96.15385,"Rest of Tas."
88.23529,"7050",1225,91.58851,96.15385,83.33333,81.52174,87.2093,"TAS",89.28571,85.92471,83.33333,82.41758,"Greater Hobart"
86.2069,"7052",1226,89.28571,94.93671,79.36508,83.33333,87.7193,"TAS",83.33333,87.79264,79.78723,81.52174,"Greater Hobart"
88.23529,"7053",1227,69.44444,87.2093,63.02521,87.7193,75.75758,"TAS",98.68421,89.74359,99.33775,83.33333,"Greater Hobart"
89.28571,"7054",1228,87.2093,93.75,79.78723,87.2093,89.28571,"TAS",87.2093,84.13462,77.31959,77.72021,"Greater Hobart"
97.63314,"7249",1264,102.3573,102.3573,90.65934,96.15385,98.9011,"TAS",99.15865,94.83667,97.50813,93.55509,"Rest of Tas."
99.15865,"7250",1265,99.15865,102.3573,93.32579,97.63314,99.61262,"TAS",102.3573,93.55509,98.9011,96.15385,"Rest of Tas."
null,"7252",1266,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
129.5133,"7253",1267,122.0414,142.6102,126.9231,115.3846,128.2051,"TAS",122.0414,123.6264,119.3634,123.6264,"Rest of Tas."
null,"7254",1268,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
null,"7255",1269,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
null,"7256",1270,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
null,"7257",1271,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
null,"7258",1272,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
null,"7259",1273,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
105.7692,"7290",1286,null,null,null,null,108.1731,"TAS",null,null,null,null,"Rest of Tas."
null,"7291",1287,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
null,"7292",1288,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
117.5214,"7310",1297,117.5214,117.5214,111.336,113.3242,119.3634,"TAS",113.3242,115.3846,123.6264,117.3403,"Rest of Tas."
113.3242,"7315",1298,113.3242,113.3242,105.7692,113.3242,115.3846,"TAS",107.5619,115.3846,121.4575,113.4931,"Rest of Tas."
109.4164,"7316",1299,111.336,107.5619,113.3242,105.7692,108.1731,"TAS",109.4164,93.55509,115.3846,104.8951,"Rest of Tas."
124.4344,"7320",1300,129.5133,132.2115,122.0414,117.5214,128.2051,"TAS",122.0414,119.3634,123.6264,133.1361,"Rest of Tas."
137.9599,"7321",1301,123.2263,null,null,117.5214,111.6625,"TAS",99.15865,101.81,122.5323,123.6264,"Rest of Tas."
143.9625,"7322",1302,117.5214,129.5133,113.3242,113.3242,123.6264,"TAS",104.0353,null,151.8352,118.3432,"Rest of Tas."
93.32579,"7300",1289,null,null,null,109.4164,138.4615,"TAS",93.21065,114.431,null,106.5089,"Rest of Tas."
109.4164,"7301",1290,109.4164,111.336,99.15865,97.63314,119.3634,"TAS",102.3573,91.09312,104.8951,95.49072,"Rest of Tas."
null,"7302",1291,null,null,null,null,null,"TAS",null,null,null,null,"Rest of Tas."
105.7692,"7303",1292,117.5214,null,113.3242,null,null,"TAS",105.7692,null,null,91.09312,"Rest of Tas."
105.7692,"7304",1293,113.3242,113.3242,91.97324,103.1895,111.6625,"TAS",105.7692,91.09312,115.3846,100.3344,"Rest of Tas."
